Timestamp,Roll_Delta,Pitch_Delta,Heading_Delta,Detected_Gesture,Actual_Roll,Actual_Pitch,Actual_Heading
172094965,0,1,0,,"[8, 8, 8, 8, 8]","[-8, -8, -7, -7, -7]","[108, 108, 108, 108, 108]"
172120422,0,1,0,Centered,"[8, 8, 8, 8, 8]","[-8, -7, -7, -7, -7]","[108, 108, 108, 108, 108]"
172145503,0,0,0,Centered,"[8, 8, 8, 8, 8]","[-7, -7, -7, -7, -7]","[108, 108, 108, 108, 108]"
172171109,0,0,0,Centered,"[8, 8, 8, 8, 8]","[-7, -7, -7, -7, -7]","[108, 108, 108, 108, 108]"
172199612,0,0,0,Centered,"[8, 8, 8, 8, 8]","[-7, -7, -7, -7, -7]","[108, 108, 108, 108, 108]"
172223832,0,-1,0,Centered,"[8, 8, 8, 8, 8]","[-7, -7, -7, -7, -8]","[108, 108, 108, 108, 108]"
172272006,0,-1,1,Centered,"[8, 8, 8, 8, 8]","[-7, -7, -7, -8, -8]","[108, 108, 108, 108, 109]"
172297838,0,-1,1,Centered,"[8, 8, 8, 8, 8]","[-7, -7, -8, -8, -8]","[108, 108, 108, 109, 109]"
172327602,0,-1,1,Centered,"[8, 8, 8, 8, 8]","[-7, -8, -8, -8, -8]","[108, 108, 109, 109, 109]"
172351630,0,1,1,Centered,"[8, 8, 8, 8, 8]","[-8, -8, -8, -8, -7]","[108, 109, 109, 109, 109]"
172398971,0,0,0,Centered,"[8, 8, 8, 8, 8]","[-8, -8, -8, -7, -8]","[109, 109, 109, 109, 109]"
172424453,0,0,0,Centered,"[8, 8, 8, 8, 8]","[-8, -8, -7, -8, -8]","[109, 109, 109, 109, 109]"
172449415,0,0,0,Centered,"[8, 8, 8, 8, 8]","[-8, -7, -8, -8, -8]","[109, 109, 109, 109, 109]"
172477130,0,-1,0,Centered,"[8, 8, 8, 8, 8]","[-7, -8, -8, -8, -8]","[109, 109, 109, 109, 109]"
172500128,0,0,0,Centered,"[8, 8, 8, 8, 8]","[-8, -8, -8, -8, -8]","[109, 109, 109, 109, 109]"
172528127,0,0,0,Centered,"[8, 8, 8, 8, 8]","[-8, -8, -8, -8, -8]","[109, 109, 109, 109, 109]"
172551154,0,0,0,Centered,"[8, 8, 8, 8, 8]","[-8, -8, -8, -8, -8]","[109, 109, 109, 109, 109]"
172576397,0,0,0,Centered,"[8, 8, 8, 8, 8]","[-8, -8, -8, -8, -8]","[109, 109, 109, 109, 109]"
172606598,0,0,0,Centered,"[8, 8, 8, 8, 8]","[-8, -8, -8, -8, -8]","[109, 109, 109, 109, 109]"
172630611,0,1,0,Centered,"[8, 8, 8, 8, 8]","[-8, -8, -8, -8, -7]","[109, 109, 109, 109, 109]"
172677899,0,1,0,Centered,"[8, 8, 8, 8, 8]","[-8, -8, -8, -7, -7]","[109, 109, 109, 109, 109]"
172779147,0,0,0,Centered,"[8, 8, 8, 8, 8]","[-8, -8, -7, -7, -8]","[109, 109, 109, 109, 109]"
172804594,0,0,0,Centered,"[8, 8, 8, 8, 8]","[-8, -7, -7, -8, -8]","[109, 109, 109, 109, 109]"
172832599,0,-1,0,Centered,"[8, 8, 8, 8, 8]","[-7, -7, -8, -8, -8]","[109, 109, 109, 109, 109]"
172880639,0,0,0,Centered,"[8, 8, 8, 8, 8]","[-7, -8, -8, -8, -7]","[109, 109, 109, 109, 109]"
172943923,0,1,0,Centered,"[8, 8, 8, 8, 8]","[-8, -8, -8, -7, -7]","[109, 109, 109, 109, 109]"
172973420,0,0,0,Centered,"[8, 8, 8, 8, 8]","[-8, -8, -7, -7, -8]","[109, 109, 109, 109, 109]"
173001425,0,0,1,Centered,"[8, 8, 8, 8, 8]","[-8, -7, -7, -8, -8]","[109, 109, 109, 109, 110]"
173057986,0,-1,1,Centered,"[8, 8, 8, 8, 8]","[-7, -7, -8, -8, -8]","[109, 109, 109, 110, 110]"
173083583,0,-1,1,Centered,"[8, 8, 8, 8, 8]","[-7, -8, -8, -8, -8]","[109, 109, 110, 110, 110]"
173113584,0,0,1,Centered,"[8, 8, 8, 8, 8]","[-8, -8, -8, -8, -8]","[109, 110, 110, 110, 110]"
173167431,0,0,0,Centered,"[8, 8, 8, 8, 8]","[-8, -8, -8, -8, -8]","[110, 110, 110, 110, 110]"
173201344,-1,0,0,Centered,"[8, 8, 8, 8, 7]","[-8, -8, -8, -8, -8]","[110, 110, 110, 110, 110]"
173230586,0,0,0,Centered,"[8, 8, 8, 7, 8]","[-8, -8, -8, -8, -8]","[110, 110, 110, 110, 110]"
173260430,0,1,0,Centered,"[8, 8, 7, 8, 8]","[-8, -8, -8, -8, -7]","[110, 110, 110, 110, 110]"
173311127,0,1,0,Centered,"[8, 7, 8, 8, 8]","[-8, -8, -8, -7, -7]","[110, 110, 110, 110, 110]"
173339595,1,0,0,Centered,"[7, 8, 8, 8, 8]","[-8, -8, -7, -7, -8]","[110, 110, 110, 110, 110]"
173364847,1,0,0,Centered,"[8, 8, 8, 8, 9]","[-8, -7, -7, -8, -8]","[110, 110, 110, 110, 110]"
173412593,1,-1,0,Centered,"[8, 8, 8, 9, 9]","[-7, -7, -8, -8, -8]","[110, 110, 110, 110, 110]"
173444419,1,-1,0,Centered,"[8, 8, 9, 9, 9]","[-7, -8, -8, -8, -8]","[110, 110, 110, 110, 110]"
173488600,1,0,0,Centered,"[8, 9, 9, 9, 9]","[-8, -8, -8, -8, -8]","[110, 110, 110, 110, 110]"
173522401,0,0,0,Centered,"[9, 9, 9, 9, 9]","[-8, -8, -8, -8, -8]","[110, 110, 110, 110, 110]"
173576434,0,0,0,Centered,"[9, 9, 9, 9, 9]","[-8, -8, -8, -8, -8]","[110, 110, 110, 110, 110]"
173615124,0,0,0,Centered,"[9, 9, 9, 9, 9]","[-8, -8, -8, -8, -8]","[110, 110, 110, 110, 110]"
173640586,0,0,0,Centered,"[9, 9, 9, 9, 9]","[-8, -8, -8, -8, -8]","[110, 110, 110, 110, 110]"
173670586,0,0,0,Centered,"[9, 9, 9, 9, 9]","[-8, -8, -8, -8, -8]","[110, 110, 110, 110, 110]"
173718627,0,-1,0,Centered,"[9, 9, 9, 9, 9]","[-8, -8, -8, -8, -9]","[110, 110, 110, 110, 110]"
173744433,-1,-1,0,Centered,"[9, 9, 9, 9, 8]","[-8, -8, -8, -9, -9]","[110, 110, 110, 110, 110]"
173794421,0,0,0,Centered,"[9, 9, 9, 8, 9]","[-8, -8, -9, -9, -8]","[110, 110, 110, 110, 110]"
173843677,0,0,0,Centered,"[9, 9, 8, 9, 9]","[-8, -9, -9, -8, -8]","[110, 110, 110, 110, 110]"
173868793,0,1,0,Centered,"[9, 8, 9, 9, 9]","[-9, -9, -8, -8, -8]","[110, 110, 110, 110, 110]"
173893947,1,1,0,Centered,"[8, 9, 9, 9, 9]","[-9, -8, -8, -8, -8]","[110, 110, 110, 110, 110]"
173919129,0,0,0,Centered,"[9, 9, 9, 9, 9]","[-8, -8, -8, -8, -8]","[110, 110, 110, 110, 110]"
173944597,1,0,0,Centered,"[9, 9, 9, 9, 10]","[-8, -8, -8, -8, -8]","[110, 110, 110, 110, 110]"
173978621,1,0,0,Centered,"[9, 9, 9, 10, 10]","[-8, -8, -8, -8, -8]","[110, 110, 110, 110, 110]"
174030389,1,0,0,Centered,"[9, 9, 10, 10, 10]","[-8, -8, -8, -8, -8]","[110, 110, 110, 110, 110]"
174054485,2,0,0,Centered,"[9, 10, 10, 10, 11]","[-8, -8, -8, -8, -8]","[110, 110, 110, 110, 110]"
174080979,1,-1,0,Centered,"[10, 10, 10, 11, 11]","[-8, -8, -8, -8, -9]","[110, 110, 110, 110, 110]"
174105240,1,-1,0,Centered,"[10, 10, 11, 11, 11]","[-8, -8, -8, -9, -9]","[110, 110, 110, 110, 110]"
174130402,1,-1,0,Centered,"[10, 11, 11, 11, 11]","[-8, -8, -9, -9, -9]","[110, 110, 110, 110, 110]"
174158117,0,-1,0,Centered,"[11, 11, 11, 11, 11]","[-8, -9, -9, -9, -9]","[110, 110, 110, 110, 110]"
174181386,0,0,0,Centered,"[11, 11, 11, 11, 11]","[-9, -9, -9, -9, -9]","[110, 110, 110, 110, 110]"
174206623,0,0,0,Centered,"[11, 11, 11, 11, 11]","[-9, -9, -9, -9, -9]","[110, 110, 110, 110, 110]"
174231896,0,0,0,Centered,"[11, 11, 11, 11, 11]","[-9, -9, -9, -9, -9]","[110, 110, 110, 110, 110]"
174256941,1,0,0,Centered,"[11, 11, 11, 11, 12]","[-9, -9, -9, -9, -9]","[110, 110, 110, 110, 110]"
174282395,1,0,0,Centered,"[11, 11, 11, 12, 12]","[-9, -9, -9, -9, -9]","[110, 110, 110, 110, 110]"
174308104,1,-1,0,Centered,"[11, 11, 12, 12, 12]","[-9, -9, -9, -9, -10]","[110, 110, 110, 110, 110]"
174333394,1,0,0,Centered,"[11, 12, 12, 12, 12]","[-9, -9, -9, -10, -9]","[110, 110, 110, 110, 110]"
174358827,0,0,0,Centered,"[12, 12, 12, 12, 12]","[-9, -9, -10, -9, -9]","[110, 110, 110, 110, 110]"
174385344,0,0,0,Centered,"[12, 12, 12, 12, 12]","[-9, -10, -9, -9, -9]","[110, 110, 110, 110, 110]"
174409404,0,1,0,Centered,"[12, 12, 12, 12, 12]","[-10, -9, -9, -9, -9]","[110, 110, 110, 110, 110]"
174434488,0,0,0,Centered,"[12, 12, 12, 12, 12]","[-9, -9, -9, -9, -9]","[110, 110, 110, 110, 110]"
174460118,1,1,0,Centered,"[12, 12, 12, 12, 13]","[-9, -9, -9, -9, -8]","[110, 110, 110, 110, 110]"
174485393,1,1,1,Centered,"[12, 12, 12, 13, 13]","[-9, -9, -9, -8, -8]","[110, 110, 110, 110, 111]"
174512408,1,1,1,Centered,"[12, 12, 13, 13, 13]","[-9, -9, -8, -8, -8]","[110, 110, 110, 111, 111]"
174536575,0,1,1,Centered,"[12, 13, 13, 13, 12]","[-9, -8, -8, -8, -8]","[110, 110, 111, 111, 111]"
174570445,-1,0,1,Centered,"[13, 13, 13, 12, 12]","[-8, -8, -8, -8, -8]","[110, 111, 111, 111, 111]"
174620210,0,0,0,Centered,"[13, 13, 12, 12, 13]","[-8, -8, -8, -8, -8]","[111, 111, 111, 111, 111]"
174645676,0,0,0,Centered,"[13, 12, 12, 13, 13]","[-8, -8, -8, -8, -8]","[111, 111, 111, 111, 111]"
174671380,1,0,0,Centered,"[12, 12, 13, 13, 13]","[-8, -8, -8, -8, -8]","[111, 111, 111, 111, 111]"
174696193,1,0,0,Centered,"[12, 13, 13, 13, 13]","[-8, -8, -8, -8, -8]","[111, 111, 111, 111, 111]"
174721937,0,0,0,Centered,"[13, 13, 13, 13, 13]","[-8, -8, -8, -8, -8]","[111, 111, 111, 111, 111]"
174747235,-1,0,-1,Centered,"[13, 13, 13, 13, 12]","[-8, -8, -8, -8, -8]","[111, 111, 111, 111, 110]"
174772592,-1,0,-1,Centered,"[13, 13, 13, 12, 12]","[-8, -8, -8, -8, -8]","[111, 111, 111, 110, 110]"
174806385,-1,0,-1,Centered,"[13, 13, 12, 12, 12]","[-8, -8, -8, -8, -8]","[111, 111, 110, 110, 110]"
174858627,-1,0,0,Centered,"[13, 12, 12, 12, 12]","[-8, -8, -8, -8, -8]","[111, 110, 110, 110, 111]"
174882629,1,0,1,Centered,"[12, 12, 12, 12, 13]","[-8, -8, -8, -8, -8]","[110, 110, 110, 111, 111]"
174944585,1,1,1,Centered,"[12, 12, 12, 13, 13]","[-8, -8, -8, -8, -7]","[110, 110, 111, 111, 111]"
174968579,1,1,1,Centered,"[12, 12, 13, 13, 13]","[-8, -8, -8, -7, -7]","[110, 111, 111, 111, 111]"
175026207,0,1,0,Centered,"[12, 13, 13, 13, 12]","[-8, -8, -7, -7, -7]","[111, 111, 111, 111, 111]"
175059662,-1,1,0,Centered,"[13, 13, 13, 12, 12]","[-8, -7, -7, -7, -7]","[111, 111, 111, 111, 111]"
175084786,-1,0,0,Centered,"[13, 13, 12, 12, 12]","[-7, -7, -7, -7, -7]","[111, 111, 111, 111, 111]"
175110159,-1,0,0,Centered,"[13, 12, 12, 12, 12]","[-7, -7, -7, -7, -7]","[111, 111, 111, 111, 111]"
175135692,0,0,0,Centered,"[12, 12, 12, 12, 12]","[-7, -7, -7, -7, -7]","[111, 111, 111, 111, 111]"
175161124,0,0,0,Centered,"[12, 12, 12, 12, 12]","[-7, -7, -7, -7, -7]","[111, 111, 111, 111, 111]"
175186495,-1,0,0,Centered,"[12, 12, 12, 12, 11]","[-7, -7, -7, -7, -7]","[111, 111, 111, 111, 111]"
175211817,-1,0,-1,Centered,"[12, 12, 12, 11, 11]","[-7, -7, -7, -7, -7]","[111, 111, 111, 111, 110]"
175237185,-1,1,-1,Centered,"[12, 12, 11, 11, 11]","[-7, -7, -7, -7, -6]","[111, 111, 111, 110, 110]"
175265575,-1,1,-1,Centered,"[12, 11, 11, 11, 11]","[-7, -7, -7, -6, -6]","[111, 111, 110, 110, 110]"
175296627,0,1,-1,Centered,"[11, 11, 11, 11, 11]","[-7, -7, -6, -6, -6]","[111, 110, 110, 110, 110]"
175346737,0,2,0,Centered,"[11, 11, 11, 11, 11]","[-7, -6, -6, -6, -5]","[110, 110, 110, 110, 110]"
175372377,0,1,0,Centered,"[11, 11, 11, 11, 11]","[-6, -6, -6, -5, -5]","[110, 110, 110, 110, 110]"
175397380,0,1,0,Centered,"[11, 11, 11, 11, 11]","[-6, -6, -5, -5, -5]","[110, 110, 110, 110, 110]"
175422945,0,1,0,Centered,"[11, 11, 11, 11, 11]","[-6, -5, -5, -5, -5]","[110, 110, 110, 110, 110]"
175448397,-1,1,0,Centered,"[11, 11, 11, 11, 10]","[-5, -5, -5, -5, -4]","[110, 110, 110, 110, 110]"
175475382,-1,1,0,Centered,"[11, 11, 11, 10, 10]","[-5, -5, -5, -4, -4]","[110, 110, 110, 110, 110]"
175498970,-1,1,0,Centered,"[11, 11, 10, 10, 10]","[-5, -5, -4, -4, -4]","[110, 110, 110, 110, 110]"
175525546,-1,1,0,Centered,"[11, 10, 10, 10, 10]","[-5, -4, -4, -4, -4]","[110, 110, 110, 110, 110]"
175549384,0,0,0,Centered,"[10, 10, 10, 10, 10]","[-4, -4, -4, -4, -4]","[110, 110, 110, 110, 110]"
175575092,0,0,1,Centered,"[10, 10, 10, 10, 10]","[-4, -4, -4, -4, -4]","[110, 110, 110, 110, 111]"
175600086,0,0,1,Centered,"[10, 10, 10, 10, 10]","[-4, -4, -4, -4, -4]","[110, 110, 110, 111, 111]"
175625668,0,0,0,Centered,"[10, 10, 10, 10, 10]","[-4, -4, -4, -4, -4]","[110, 110, 111, 111, 110]"
175651080,1,-1,0,Centered,"[10, 10, 10, 10, 11]","[-4, -4, -4, -4, -5]","[110, 111, 111, 110, 110]"
175676372,1,0,-1,Centered,"[10, 10, 10, 11, 11]","[-4, -4, -4, -5, -4]","[111, 111, 110, 110, 110]"
175706374,2,-1,-2,Centered,"[10, 10, 11, 11, 12]","[-4, -4, -5, -4, -5]","[111, 110, 110, 110, 109]"
175735472,4,-2,-2,Centered,"[10, 11, 11, 12, 14]","[-4, -5, -4, -5, -6]","[110, 110, 110, 109, 108]"
175760825,6,-2,-2,up,"[11, 11, 12, 14, 17]","[-5, -4, -5, -6, -7]","[110, 110, 109, 108, 108]"
175787575,12,-3,-3,up,"[11, 12, 14, 17, 23]","[-4, -5, -6, -7, -7]","[110, 109, 108, 108, 107]"
175811586,20,-3,-2,Centered,"[12, 14, 17, 23, 32]","[-5, -6, -7, -7, -8]","[109, 108, 108, 107, 107]"
175865578,37,-3,-1,Centered,"[14, 17, 23, 32, 51]","[-6, -7, -7, -8, -9]","[108, 108, 107, 107, 107]"
175889564,43,-1,-1,Centered,"[17, 23, 32, 51, 60]","[-7, -7, -8, -9, -8]","[108, 107, 107, 107, 107]"
175925767,45,-2,-2,Centered,"[23, 32, 51, 60, 68]","[-7, -8, -9, -8, -9]","[107, 107, 107, 107, 105]"
175949588,42,-3,-8,Centered,"[32, 51, 60, 68, 74]","[-8, -9, -8, -9, -11]","[107, 107, 107, 105, 99]"
175997564,32,-7,-18,Centered,"[51, 60, 68, 74, 83]","[-9, -8, -9, -11, -16]","[107, 107, 105, 99, 89]"
176027564,25,-9,-19,Centered,"[60, 68, 74, 83, 85]","[-8, -9, -11, -16, -17]","[107, 105, 99, 89, 88]"
176051569,18,-8,-17,Centered,"[68, 74, 83, 85, 86]","[-9, -11, -16, -17, -17]","[105, 99, 89, 88, 88]"
176102395,10,-7,-9,Centered,"[74, 83, 85, 86, 84]","[-11, -16, -17, -17, -18]","[99, 89, 88, 88, 90]"
176126587,1,-2,2,,"[83, 85, 86, 84, 84]","[-16, -17, -17, -18, -18]","[89, 88, 88, 90, 91]"
176150567,-1,-1,4,Centered,"[85, 86, 84, 84, 84]","[-17, -17, -18, -18, -18]","[88, 88, 90, 91, 92]"
176204564,-3,0,6,Centered,"[86, 84, 84, 84, 83]","[-17, -18, -18, -18, -17]","[88, 90, 91, 92, 94]"
176228570,-1,1,4,Centered,"[84, 84, 84, 83, 83]","[-18, -18, -18, -17, -17]","[90, 91, 92, 94, 94]"
176252567,-1,0,3,Centered,"[84, 84, 83, 83, 83]","[-18, -18, -17, -17, -18]","[91, 92, 94, 94, 94]"
176312386,-1,0,3,Centered,"[84, 83, 83, 83, 83]","[-18, -17, -17, -18, -18]","[92, 94, 94, 94, 95]"
176338566,-1,-1,1,Centered,"[83, 83, 83, 83, 82]","[-17, -17, -18, -18, -18]","[94, 94, 94, 95, 95]"
176362662,-1,-1,0,Centered,"[83, 83, 83, 82, 82]","[-17, -18, -18, -18, -18]","[94, 94, 95, 95, 94]"
176422659,-1,0,1,Centered,"[83, 83, 82, 82, 82]","[-18, -18, -18, -18, -18]","[94, 95, 95, 94, 95]"
176446567,-1,0,0,Centered,"[83, 82, 82, 82, 82]","[-18, -18, -18, -18, -18]","[95, 95, 94, 95, 95]"
176470579,0,-1,0,Centered,"[82, 82, 82, 82, 82]","[-18, -18, -18, -18, -19]","[95, 94, 95, 95, 95]"
176525569,0,-1,2,Centered,"[82, 82, 82, 82, 82]","[-18, -18, -18, -19, -19]","[94, 95, 95, 95, 96]"
176549563,0,-1,2,Centered,"[82, 82, 82, 82, 82]","[-18, -18, -19, -19, -19]","[95, 95, 95, 96, 97]"
176573575,0,0,2,Centered,"[82, 82, 82, 82, 82]","[-18, -19, -19, -19, -18]","[95, 95, 96, 97, 97]"
176633574,0,1,2,Centered,"[82, 82, 82, 82, 82]","[-19, -19, -19, -18, -18]","[95, 96, 97, 97, 97]"
176657563,-1,1,1,Centered,"[82, 82, 82, 82, 81]","[-19, -19, -18, -18, -18]","[96, 97, 97, 97, 97]"
176681570,-1,1,0,Centered,"[82, 82, 82, 81, 81]","[-19, -18, -18, -18, -18]","[97, 97, 97, 97, 97]"
176737393,-1,0,0,Centered,"[82, 82, 81, 81, 81]","[-18, -18, -18, -18, -18]","[97, 97, 97, 97, 97]"
176767421,-1,0,0,Centered,"[82, 81, 81, 81, 81]","[-18, -18, -18, -18, -18]","[97, 97, 97, 97, 97]"
177047395,0,0,0,Centered,"[81, 81, 81, 81, 81]","[-18, -18, -18, -18, -18]","[97, 97, 97, 97, 97]"
177117375,0,0,1,Centered,"[81, 81, 81, 81, 81]","[-18, -18, -18, -18, -18]","[97, 97, 97, 97, 98]"
177147372,0,0,0,Centered,"[81, 81, 81, 81, 81]","[-18, -18, -18, -18, -18]","[97, 97, 97, 98, 97]"
177171567,0,0,0,Centered,"[81, 81, 81, 81, 81]","[-18, -18, -18, -18, -18]","[97, 97, 98, 97, 97]"
177225552,1,0,0,Centered,"[81, 81, 81, 81, 82]","[-18, -18, -18, -18, -18]","[97, 98, 97, 97, 97]"
177249558,1,0,-1,Centered,"[81, 81, 81, 82, 82]","[-18, -18, -18, -18, -18]","[98, 97, 97, 97, 97]"
177274562,1,0,0,Centered,"[81, 81, 82, 82, 82]","[-18, -18, -18, -18, -18]","[97, 97, 97, 97, 97]"
177326385,1,0,-1,Centered,"[81, 82, 82, 82, 82]","[-18, -18, -18, -18, -18]","[97, 97, 97, 97, 96]"
177350550,0,-1,-2,Centered,"[82, 82, 82, 82, 82]","[-18, -18, -18, -18, -19]","[97, 97, 97, 96, 95]"
177374563,0,-1,-1,Centered,"[82, 82, 82, 82, 82]","[-18, -18, -18, -19, -19]","[97, 97, 96, 95, 96]"
177428553,-5,-1,1,down,"[82, 82, 82, 82, 77]","[-18, -18, -19, -19, -19]","[97, 96, 95, 96, 98]"
177452564,-12,0,0,down,"[82, 82, 82, 77, 70]","[-18, -19, -19, -19, -18]","[96, 95, 96, 98, 96]"
177476558,-26,5,1,Centered,"[82, 82, 77, 70, 56]","[-19, -19, -19, -18, -14]","[95, 96, 98, 96, 96]"
177526570,-58,10,-6,Centered,"[82, 77, 70, 56, 24]","[-19, -19, -18, -14, -9]","[96, 98, 96, 96, 90]"
177554559,-65,12,-12,Centered,"[77, 70, 56, 24, 12]","[-19, -18, -14, -9, -7]","[98, 96, 96, 90, 86]"
177584401,-64,15,-12,Centered,"[70, 56, 24, 12, 6]","[-18, -14, -9, -7, -3]","[96, 96, 90, 86, 84]"
177657398,-54,17,-11,Centered,"[56, 24, 12, 6, 2]","[-14, -9, -7, -3, 3]","[96, 90, 86, 84, 85]"
177707387,-22,12,-4,Centered,"[24, 12, 6, 2, 2]","[-9, -7, -3, 3, 3]","[90, 86, 84, 85, 86]"
177757405,-10,10,0,Centered,"[12, 6, 2, 2, 2]","[-7, -3, 3, 3, 3]","[86, 84, 85, 86, 86]"
177867390,-3,5,2,,"[6, 2, 2, 2, 3]","[-3, 3, 3, 3, 2]","[84, 85, 86, 86, 86]"
177897383,1,-1,0,Centered,"[2, 2, 2, 3, 3]","[3, 3, 3, 2, 2]","[85, 86, 86, 86, 85]"
177957385,2,-1,-1,Centered,"[2, 2, 3, 3, 4]","[3, 3, 2, 2, 2]","[86, 86, 86, 85, 85]"
178053391,3,0,0,Centered,"[2, 3, 3, 4, 5]","[3, 2, 2, 2, 3]","[86, 86, 85, 85, 86]"
178103466,2,1,0,Centered,"[3, 3, 4, 5, 5]","[2, 2, 2, 3, 3]","[86, 85, 85, 86, 86]"
178163464,3,1,1,Centered,"[3, 4, 5, 5, 6]","[2, 2, 3, 3, 3]","[85, 85, 86, 86, 86]"
178243393,3,1,1,Centered,"[4, 5, 5, 6, 7]","[2, 3, 3, 3, 3]","[85, 86, 86, 86, 86]"
178293380,2,0,0,Centered,"[5, 5, 6, 7, 7]","[3, 3, 3, 3, 3]","[86, 86, 86, 86, 86]"
178359390,3,0,0,Centered,"[5, 6, 7, 7, 8]","[3, 3, 3, 3, 3]","[86, 86, 86, 86, 86]"
178409405,2,1,0,Centered,"[6, 7, 7, 8, 8]","[3, 3, 3, 3, 4]","[86, 86, 86, 86, 86]"
178499398,2,1,0,Centered,"[7, 7, 8, 8, 9]","[3, 3, 3, 4, 4]","[86, 86, 86, 86, 86]"
178549392,2,1,0,Centered,"[7, 8, 8, 9, 9]","[3, 3, 4, 4, 4]","[86, 86, 86, 86, 86]"
178599356,2,1,1,Centered,"[8, 8, 9, 9, 10]","[3, 4, 4, 4, 4]","[86, 86, 86, 86, 87]"
178651575,3,0,1,Centered,"[8, 9, 9, 10, 11]","[4, 4, 4, 4, 4]","[86, 86, 86, 87, 87]"
178681378,2,0,1,Centered,"[9, 9, 10, 11, 11]","[4, 4, 4, 4, 4]","[86, 86, 87, 87, 87]"
178733381,2,0,1,Centered,"[9, 10, 11, 11, 11]","[4, 4, 4, 4, 4]","[86, 87, 87, 87, 87]"
178809952,3,0,0,Centered,"[10, 11, 11, 11, 13]","[4, 4, 4, 4, 4]","[87, 87, 87, 87, 87]"
178843549,2,0,0,Centered,"[11, 11, 11, 13, 13]","[4, 4, 4, 4, 4]","[87, 87, 87, 87, 87]"
178868905,3,0,0,Centered,"[11, 11, 13, 13, 14]","[4, 4, 4, 4, 4]","[87, 87, 87, 87, 87]"
178894304,3,0,0,Centered,"[11, 13, 13, 14, 14]","[4, 4, 4, 4, 4]","[87, 87, 87, 87, 87]"
178919778,2,0,0,Centered,"[13, 13, 14, 14, 15]","[4, 4, 4, 4, 4]","[87, 87, 87, 87, 87]"
178944939,2,0,1,Centered,"[13, 14, 14, 15, 15]","[4, 4, 4, 4, 4]","[87, 87, 87, 87, 88]"
178970362,2,0,1,Centered,"[14, 14, 15, 15, 16]","[4, 4, 4, 4, 4]","[87, 87, 87, 88, 88]"
178995913,2,0,1,Centered,"[14, 15, 15, 16, 16]","[4, 4, 4, 4, 4]","[87, 87, 88, 88, 88]"
179021368,1,0,1,Centered,"[15, 15, 16, 16, 16]","[4, 4, 4, 4, 4]","[87, 88, 88, 88, 88]"
179046451,2,0,0,Centered,"[15, 16, 16, 16, 17]","[4, 4, 4, 4, 4]","[88, 88, 88, 88, 88]"
179072059,1,0,0,Centered,"[16, 16, 16, 17, 17]","[4, 4, 4, 4, 4]","[88, 88, 88, 88, 88]"
179102332,1,-1,0,Centered,"[16, 16, 17, 17, 17]","[4, 4, 4, 4, 3]","[88, 88, 88, 88, 88]"
179130928,2,-1,0,Centered,"[16, 17, 17, 17, 18]","[4, 4, 4, 3, 3]","[88, 88, 88, 88, 88]"
179156444,1,-1,0,Centered,"[17, 17, 17, 18, 18]","[4, 4, 3, 3, 3]","[88, 88, 88, 88, 88]"
179186437,1,-1,0,Centered,"[17, 17, 18, 18, 18]","[4, 3, 3, 3, 3]","[88, 88, 88, 88, 88]"
179215636,1,0,1,Centered,"[17, 18, 18, 18, 18]","[3, 3, 3, 3, 3]","[88, 88, 88, 88, 89]"
179241045,1,0,1,Centered,"[18, 18, 18, 18, 19]","[3, 3, 3, 3, 3]","[88, 88, 88, 89, 89]"
179265900,1,0,1,Centered,"[18, 18, 18, 19, 19]","[3, 3, 3, 3, 3]","[88, 88, 89, 89, 89]"
179291187,2,0,1,Centered,"[18, 18, 19, 19, 20]","[3, 3, 3, 3, 3]","[88, 89, 89, 89, 89]"
179316934,2,0,0,Centered,"[18, 19, 19, 20, 20]","[3, 3, 3, 3, 3]","[89, 89, 89, 89, 89]"
179342349,1,0,0,Centered,"[19, 19, 20, 20, 20]","[3, 3, 3, 3, 3]","[89, 89, 89, 89, 89]"
179367363,1,0,0,Centered,"[19, 20, 20, 20, 20]","[3, 3, 3, 3, 3]","[89, 89, 89, 89, 89]"
179392913,0,0,0,Centered,"[20, 20, 20, 20, 20]","[3, 3, 3, 3, 3]","[89, 89, 89, 89, 89]"
179417961,0,-1,0,Centered,"[20, 20, 20, 20, 20]","[3, 3, 3, 3, 2]","[89, 89, 89, 89, 89]"
179443384,1,-1,0,Centered,"[20, 20, 20, 20, 21]","[3, 3, 3, 2, 2]","[89, 89, 89, 89, 89]"
179468824,1,-1,0,Centered,"[20, 20, 20, 21, 21]","[3, 3, 2, 2, 2]","[89, 89, 89, 89, 89]"
179496349,1,-2,0,Centered,"[20, 20, 21, 21, 21]","[3, 2, 2, 2, 1]","[89, 89, 89, 89, 89]"
179519357,1,-1,1,Centered,"[20, 21, 21, 21, 21]","[2, 2, 2, 1, 1]","[89, 89, 89, 89, 90]"
179545329,0,-1,1,Centered,"[21, 21, 21, 21, 21]","[2, 2, 1, 1, 1]","[89, 89, 89, 90, 90]"
179570083,0,-1,1,Centered,"[21, 21, 21, 21, 21]","[2, 1, 1, 1, 1]","[89, 89, 90, 90, 90]"
179595768,0,-1,1,Centered,"[21, 21, 21, 21, 21]","[1, 1, 1, 1, 0]","[89, 90, 90, 90, 90]"
179621085,0,-1,0,Centered,"[21, 21, 21, 21, 21]","[1, 1, 1, 0, 0]","[90, 90, 90, 90, 90]"
