Timestamp,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
556283,26,-199,954,1,0,0
556289,26,-199,954,1,0,0
556304,25,-199,954,1,0,0
556339,26,-199,954,0,0,0
556347,26,-198,954,0,0,0
556362,25,-198,955,0,0,0
556400,26,-198,955,1,0,0
556404,26,-198,955,1,0,0
556412,26,-198,954,0,0,0
556464,25,-200,954,0,0,0
556469,26,-199,955,0,0,0
556480,25,-197,956,0,0,0
556526,26,-200,955,1,0,0
556532,26,-200,955,1,0,0
556548,26,-197,955,1,0,0
556577,25,-199,954,0,0,0
556580,25,-199,954,0,0,0
556589,24,-197,955,0,0,0
556643,25,-197,954,0,0,0
556649,25,-198,957,0,0,0
556662,25,-197,955,1,0,0
556700,27,-198,955,0,0,0
556708,25,-198,956,0,0,0
556724,25,-198,954,1,0,0
556759,27,-198,955,0,0,0
556764,26,-198,955,0,0,0
556781,26,-199,955,1,0,0
556819,27,-197,955,0,0,0
556825,26,-198,954,1,0,0
556841,26,-199,952,1,0,0
556883,27,-199,956,1,0,0
556891,26,-200,952,1,0,0
556901,26,-199,954,1,0,0
556939,26,-200,957,1,0,0
556946,27,-199,954,1,0,0
556959,27,-199,955,0,0,0
557004,27,-199,954,1,0,0
557012,26,-199,955,1,0,0
557021,27,-198,954,1,0,0
557057,25,-198,956,0,0,0
557062,26,-198,957,0,0,0
557072,26,-198,957,1,0,0
557120,26,-198,957,0,0,0
557124,26,-198,957,0,0,0
557138,28,-199,954,1,0,0
557179,26,-199,957,0,0,0
557182,26,-199,957,0,0,0
557191,27,-199,955,1,0,0
557243,27,-199,954,1,0,0
557250,26,-200,954,1,0,0
557263,26,-199,955,0,0,0
557303,26,-199,955,1,0,0
557307,26,-198,955,1,0,0
557321,28,-200,955,1,0,0
557359,27,-199,954,1,0,0
557366,27,-199,954,1,0,0
557375,26,-200,955,1,0,0
557418,27,-199,955,0,0,0
557426,27,-199,956,1,0,0
557436,26,-199,955,1,0,0
557478,27,-199,955,1,0,0
557483,26,-199,955,0,0,0
557491,26,-199,954,1,0,-1
557539,25,-198,954,1,0,0
557546,25,-198,953,1,0,0
557559,27,-197,956,0,0,0
557604,28,-199,957,1,0,0
557610,27,-199,957,0,0,0
557620,26,-200,958,1,0,0
557658,25,-200,954,1,0,0
557662,25,-201,953,1,0,0
557678,26,-200,950,1,0,0
557723,25,-200,955,1,0,0
557728,26,-199,954,1,0,0
557737,27,-200,955,1,0,0
557780,27,-199,955,0,0,0
557786,28,-200,955,0,0,0
557797,27,-199,953,1,0,0
557841,27,-200,955,1,0,0
557849,26,-200,953,1,0,0
557864,27,-199,955,0,0,0
557903,25,-199,954,1,0,0
557909,25,-199,954,1,0,0
557920,26,-200,955,1,0,0
557959,26,-199,953,1,0,0
557964,26,-200,953,1,0,0
557975,27,-201,952,1,0,0
558020,26,-200,954,1,0,0
558024,26,-199,955,1,0,0
558040,26,-200,956,0,0,0
558082,26,-200,955,1,0,0
558089,26,-200,955,0,0,0
558103,27,-199,955,1,0,0
558148,26,-200,953,1,0,0
558155,26,-201,954,1,0,0
558170,27,-201,955,1,0,0
558198,26,-202,953,0,0,0
558207,26,-201,955,0,0,0
558218,28,-201,955,1,0,0
558263,27,-199,954,0,0,0
558271,28,-201,955,0,0,0
558287,27,-199,954,0,0,0
558320,27,-201,956,0,0,0
558328,29,-200,956,0,0,0
558338,30,-200,954,1,0,0
558382,26,-202,954,1,0,0
558390,26,-199,957,0,0,0
558404,28,-199,956,1,0,0
558444,27,-201,957,0,0,0
558450,27,-201,957,0,0,0
558465,28,-199,954,1,0,0
558499,27,-200,955,0,0,0
558501,27,-200,955,0,0,0
558516,29,-200,955,0,0,0
558559,28,-199,957,0,0,0
558564,28,-199,957,0,0,0
558575,28,-200,955,1,0,0
558620,28,-200,955,0,0,0
558627,29,-201,955,0,0,0
558643,27,-201,955,0,0,0
558688,28,-199,955,1,0,0
558692,28,-201,956,1,0,0
558705,28,-200,952,0,0,0
558739,28,-200,956,1,0,0
558744,29,-201,957,1,0,0
558759,29,-198,955,1,0,0
558799,28,-199,956,0,0,0
558807,28,-199,956,1,0,0
558819,30,-200,955,1,0,0
558865,28,-199,956,0,0,0
558869,28,-199,957,0,0,0
558881,29,-199,955,1,0,0
558917,27,-200,955,0,0,0
558921,27,-200,956,0,0,0
558936,28,-200,956,1,0,0
558977,28,-200,954,1,0,0
558980,28,-200,954,1,0,0
558992,26,-200,954,1,0,0
559037,27,-200,954,1,0,0
559040,27,-200,954,1,0,0
559053,27,-201,953,1,0,0
559100,28,-201,954,0,0,0
559108,28,-202,954,1,0,0
559119,28,-200,954,1,0,0
559158,27,-200,954,1,0,0
559162,27,-200,954,1,0,0
559177,26,-201,954,1,0,0
559217,28,-202,954,0,0,0
559225,29,-202,954,1,0,0
559241,27,-200,954,0,0,0
559283,27,-201,953,1,0,0
559290,28,-201,954,0,0,0
559302,27,-200,955,0,0,-1
559337,27,-200,954,0,0,0
559342,28,-200,954,0,0,0
559351,27,-200,954,1,0,0
559400,27,-201,953,1,0,0
559407,27,-201,953,1,0,0
559419,26,-202,954,1,0,0
559464,28,-202,954,1,0,0
559469,29,-201,954,0,0,0
559480,30,-200,955,0,0,0
559520,29,-200,954,0,0,0
559523,29,-200,954,0,0,0
559533,28,-201,955,0,0,0
559585,27,-201,954,1,0,0
559588,27,-201,954,1,0,0
559601,27,-201,956,0,0,0
559646,28,-201,953,1,0,0
559649,28,-201,953,1,0,0
559663,28,-201,955,0,0,0
559705,28,-201,953,1,0,0
559713,27,-201,953,0,0,0
559725,28,-201,954,0,0,0
559760,27,-200,954,1,0,0
559766,28,-201,955,0,0,0
559777,29,-201,954,0,0,0
559819,28,-201,955,1,0,0
559824,28,-200,956,0,0,0
559833,28,-200,956,1,0,0
559880,26,-200,953,0,0,0
559885,26,-201,954,0,0,0
559899,28,-202,955,0,0,0
559937,28,-202,953,1,0,0
559943,29,-203,953,0,0,0
559958,28,-200,957,0,0,0
559997,27,-202,954,1,0,0
560005,28,-202,953,1,0,0
560018,29,-201,954,0,0,0
560060,28,-201,955,1,0,0
560064,28,-201,955,1,0,0
560078,28,-200,954,0,0,0
560117,28,-201,956,0,0,0
560123,28,-201,956,0,0,0
560135,28,-201,954,1,0,0
560178,27,-201,957,0,0,0
560184,27,-201,957,0,0,0
560194,29,-201,953,1,0,0
560244,29,-202,955,0,0,0
560247,29,-202,955,0,0,0
560257,29,-202,954,1,0,0
560303,27,-200,955,0,0,0
560308,27,-200,955,0,0,0
560316,28,-202,956,0,0,0
560360,28,-201,954,1,0,0
560365,28,-202,954,1,0,0
560377,28,-201,954,1,0,0
560423,28,-201,954,0,0,0
560426,28,-201,954,0,0,0
560436,28,-201,955,0,0,0
560478,28,-201,954,1,0,0
560483,28,-202,954,0,0,0
560494,28,-202,954,0,0,0
560539,26,-201,955,0,0,0
560543,27,-201,955,0,0,0
560558,27,-205,954,1,0,0
560597,32,-202,955,0,0,0
560601,32,-202,955,0,0,0
560615,31,-200,955,1,0,0
560657,27,-201,958,1,0,0
560661,27,-201,953,1,0,0
560672,27,-201,951,1,0,0
560720,25,-202,949,2,0,0
560723,25,-202,949,2,0,0
560732,26,-202,948,1,0,0
560780,28,-202,951,1,0,0
560784,28,-202,951,0,0,0
560796,29,-201,953,0,0,0
560839,28,-203,954,0,0,0
560843,28,-203,954,0,0,0
560856,28,-202,954,0,0,0
560898,29,-202,955,0,0,0
560906,30,-201,957,0,0,0
560922,29,-202,955,1,0,0
560967,27,-203,954,1,0,0
560972,28,-203,954,0,0,0
560984,28,-202,953,1,0,0
561019,28,-201,954,0,0,0
561027,26,-199,954,0,0,0
561043,26,-200,953,1,0,0
561078,32,-200,958,0,0,0
561083,31,-201,953,1,0,0
561098,32,-204,949,1,0,0
561137,26,-201,955,0,0,0
561142,24,-200,954,0,0,0
561158,24,-201,960,0,0,0
561198,31,-202,955,1,0,0
561202,31,-202,953,1,0,0
561217,30,-203,954,0,0,0
561257,28,-201,952,1,0,0
561261,27,-200,950,1,0,0
561270,27,-202,950,1,0,0
561322,29,-201,954,0,0,0
561327,29,-201,955,0,0,0
561339,30,-200,956,0,0,0
561378,30,-201,955,0,0,0
561386,29,-200,954,0,0,0
561395,29,-200,954,0,0,0
561438,29,-200,952,0,0,0
561445,30,-200,954,0,0,0
561456,30,-201,956,0,0,0
561497,29,-201,954,1,0,0
561500,29,-201,954,1,0,0
561514,30,-203,955,1,0,0
561556,30,-200,956,0,0,0
561559,30,-200,956,0,0,0
561581,29,-201,957,0,0,0
561626,30,-200,956,0,0,0
561631,30,-200,955,1,0,0
561641,30,-200,955,1,0,0
561680,28,-200,953,0,0,0
561685,28,-200,953,0,0,0
561700,29,-200,955,1,0,0
561742,28,-201,953,1,0,0
561745,28,-201,953,1,0,0
561754,27,-202,953,1,0,0
561799,28,-201,960,0,0,0
561805,28,-201,960,0,0,0
561819,29,-202,955,1,0,0
561858,31,-201,954,0,0,0
561863,31,-201,954,0,0,0
561871,31,-201,953,1,0,0
561922,30,-200,953,0,0,0
561926,31,-201,954,0,0,0
561936,30,-200,953,0,0,0
561979,28,-200,956,0,0,0
561985,29,-201,957,0,0,0
561996,29,-200,957,0,0,0
562039,29,-200,955,0,0,0
562045,28,-201,955,0,0,0
562055,28,-201,956,0,0,0
562104,29,-202,956,0,0,0
562109,29,-202,956,0,0,0
562117,28,-201,954,1,0,0
562160,29,-201,958,0,0,0
562167,29,-200,955,1,0,0
562175,28,-201,954,1,0,0
562227,28,-200,955,1,0,0
562235,28,-201,953,1,0,0
562248,28,-201,953,0,0,0
562277,31,-201,959,0,0,0
562284,30,-201,956,1,0,0
562299,31,-201,949,2,0,0
562338,31,-201,953,0,0,0
562344,31,-201,954,0,0,0
562352,31,-202,952,1,0,0
562398,30,-200,954,0,0,0
562404,29,-201,954,0,0,0
562417,30,-200,953,1,0,0
562457,28,-201,956,0,0,0
562461,29,-200,954,0,0,0
562471,29,-201,954,1,0,0
562519,29,-201,955,1,0,0
562528,29,-202,954,1,0,0
562536,29,-201,952,1,0,0
562579,28,-201,955,1,0,0
562586,28,-201,952,1,0,0
562597,28,-202,951,1,0,0
562639,29,-202,954,1,0,0
562645,28,-201,951,1,0,0
562657,28,-201,952,1,0,0
562698,29,-202,953,1,0,0
562702,29,-202,953,1,0,0
562714,29,-201,953,1,0,0
562759,28,-201,953,0,0,0
562766,30,-201,952,0,0,0
562781,30,-201,954,0,0,0
562819,30,-201,954,0,0,0
562824,30,-202,955,1,0,0
562835,30,-202,953,1,0,0
562880,29,-202,953,1,0,0
562883,29,-202,953,1,0,0
562891,30,-201,954,0,0,0
562939,30,-202,952,1,0,0
562945,30,-202,952,1,0,0
562958,28,-201,953,0,0,0
562999,30,-201,954,1,0,0
563002,30,-201,954,1,0,0
563010,29,-201,955,0,0,0
563059,30,-202,954,0,0,0
563062,30,-202,954,0,0,0
563070,29,-201,954,1,0,0
563120,28,-201,953,1,0,0
563128,29,-201,953,0,0,0
563179,31,-202,953,1,0,0
563182,31,-202,953,1,0,0
563192,30,-202,954,0,0,0
563240,28,-201,953,0,0,0
563245,30,-201,954,0,0,0
563254,30,-200,956,0,0,0
563300,29,-201,953,0,0,0
563306,29,-201,953,0,0,0
563317,30,-201,952,1,0,0
563360,29,-201,953,0,0,0
563364,29,-201,952,0,0,0
563373,30,-203,954,0,0,0
563418,31,-201,954,1,0,0
563426,31,-203,954,1,0,0
563435,30,-202,954,1,0,0
563480,30,-202,953,0,0,0
563486,30,-202,953,0,0,0
563500,30,-202,954,0,0,0
563538,28,-201,952,0,0,0
563545,29,-200,953,0,0,0
563561,30,-201,953,1,0,0
563606,28,-202,954,0,0,0
563610,30,-201,954,0,0,0
563618,29,-202,952,1,0,0
563658,29,-202,956,0,0,0
563661,29,-202,956,0,0,0
563669,30,-202,955,1,0,0
563718,30,-201,953,1,0,0
563722,30,-201,953,1,0,0
563736,30,-200,954,1,0,0
563779,30,-203,952,0,0,0
563782,30,-203,952,0,0,0
563792,30,-201,955,0,0,0
563840,29,-202,953,1,0,0
563845,29,-201,952,1,0,0
563853,29,-201,951,1,0,0
563900,29,-202,952,1,0,0
563907,30,-202,952,1,0,0
563916,31,-203,955,0,0,0
563958,29,-201,951,1,0,0
563966,29,-203,952,1,0,0
563979,30,-202,954,0,0,0
564018,30,-202,955,1,0,0
564026,29,-202,952,1,0,0
564035,32,-202,954,1,0,0
564080,30,-203,951,1,0,0
564083,30,-203,951,1,0,0
564094,30,-200,951,0,0,0
564139,29,-201,955,0,0,0
564145,29,-201,955,0,0,0
564160,28,-201,953,1,0,0
564202,30,-201,955,0,0,0
564210,29,-202,955,0,0,0
564220,30,-202,954,0,0,0
564265,30,-201,953,0,0,0
564272,31,-202,954,0,0,0
564287,30,-202,954,1,0,0
564319,30,-201,952,1,0,0
564322,30,-201,952,1,0,0
564330,29,-202,953,1,0,0
564384,0,-201,952,1,0,0
564389,0,-201,952,1,0,0
564402,30,-202,953,0,0,0
564446,30,-202,953,1,0,0
564453,29,-203,952,1,0,0
564463,29,-203,952,0,0,0
564508,30,-202,951,1,0,0
564515,30,-202,952,0,0,0
564523,29,-202,952,0,0,0
564558,30,-203,951,1,0,0
564566,30,-202,954,0,0,0
564575,29,-201,954,0,0,0
564620,30,-202,954,0,0,0
564627,30,-202,955,0,0,0
564641,30,-202,956,1,0,0
564679,31,-202,954,1,0,0
564683,32,-202,954,1,0,0
564696,30,-202,953,1,0,0
564740,30,-201,953,0,0,0
564743,30,-201,953,0,0,0
564752,29,-201,954,0,0,0
564801,29,-202,952,1,0,0
564809,29,-201,952,1,0,0
564818,28,-202,955,0,0,0
564858,31,-202,955,0,0,0
564861,31,-202,955,0,0,0
564875,30,-203,955,1,0,0
564917,31,-203,955,1,0,0
564924,31,-203,955,1,0,0
564937,30,-203,953,1,0,0
564980,30,-202,953,1,0,0
564986,30,-201,954,1,0,0
564997,30,-202,952,1,0,0
565041,30,-203,951,1,0,0
565049,31,-203,950,1,0,0
565065,30,-202,952,0,0,0
565097,31,-203,954,0,0,0
565105,32,-203,950,1,0,0
565116,30,-203,950,1,0,0
565160,30,-202,957,0,0,0
565167,30,-201,958,0,0,0
565182,30,-202,954,1,0,0
565228,30,-202,954,0,0,0
565232,30,-202,956,0,0,0
565243,29,-203,956,0,0,0
565278,29,-203,950,1,15,0
565282,30,-203,953,1,15,0
565293,28,-203,953,0,0,0
565338,29,-203,951,0,0,0
565343,31,-203,952,0,0,0
565357,30,-201,953,0,0,-1
565399,31,-203,955,0,0,0
565406,31,-203,955,0,0,0
565420,29,-201,954,1,0,0
565460,30,-200,956,0,0,0
565463,30,-200,956,0,0,0
565475,30,-202,953,1,0,0
565522,32,-202,956,0,0,0
565530,31,-202,954,1,0,0
565543,32,-205,948,2,0,0
565580,29,-200,953,0,0,0
565585,28,-201,954,1,0,0
565597,29,-203,953,1,0,0
565645,31,-202,954,1,0,0
565648,31,-202,954,1,0,0
565657,30,-202,953,1,0,0
565699,29,-202,952,1,0,0
565707,30,-202,952,1,0,0
565722,30,-203,954,0,0,0
565760,31,-202,952,1,0,0
565766,30,-205,953,1,0,0
565776,31,-203,955,0,0,0
565820,30,-202,954,0,0,0
565828,31,-202,956,1,0,0
565838,30,-202,953,0,0,0
565883,30,-204,952,1,0,0
565890,31,-203,952,1,0,0
565901,31,-203,953,1,0,0
565940,28,-203,953,1,0,0
565948,30,-203,953,1,0,0
565960,28,-202,953,1,0,0
566002,30,-203,953,1,0,0
566009,30,-202,952,0,0,0
566020,30,-202,953,0,0,0
566060,29,-202,953,0,0,0
566068,30,-202,953,0,0,0
566078,29,-202,953,1,0,0
566118,31,-202,954,1,0,0
566126,31,-201,954,1,0,0
566138,31,-203,954,1,0,0
566178,30,-203,952,0,0,0
566185,30,-201,952,1,0,0
566196,30,-203,952,1,0,0
566238,29,-202,954,0,0,0
566246,31,-203,952,1,0,0
566262,30,-204,952,0,0,0
566304,30,-202,952,1,0,0
566308,30,-202,952,1,0,0
566324,29,-203,952,0,0,0
566356,30,-202,953,1,0,0
566359,30,-202,953,1,0,0
566376,30,-203,954,0,0,0
566420,30,-203,953,0,0,0
566425,30,-203,953,0,0,0
566439,31,-204,954,0,0,0
566484,31,-203,953,0,0,0
566492,30,-203,954,0,0,0
566504,30,-203,954,0,0,0
566538,30,-203,952,0,0,0
566545,30,-203,954,0,0,0
566553,30,-203,954,0,0,0
566598,31,-203,954,0,0,0
566601,31,-203,954,0,0,0
566610,32,-203,954,1,0,0
566660,30,-203,953,1,0,0
566668,30,-203,953,0,0,0
566680,29,-203,954,0,0,0
566720,31,-203,954,0,0,0
566728,31,-203,955,0,0,0
566738,31,-203,954,1,0,0
566778,31,-203,953,0,0,0
566784,30,-202,952,1,0,0
566796,30,-202,952,1,0,0
566845,30,-203,953,0,0,0
566853,30,-203,953,0,0,0
566864,30,-203,954,1,0,0
566899,29,-203,954,0,0,0
566904,30,-203,953,0,0,0
566918,30,-203,953,1,0,0
566958,30,-203,954,1,0,0
566965,30,-203,954,1,0,0
566976,31,-203,953,0,0,0
567020,31,-203,954,0,0,0
567026,31,-203,954,0,0,0
567042,29,-202,954,1,0,0
567086,30,-203,954,0,0,0
567090,30,-203,955,0,0,0
567101,30,-204,954,1,0,0
567143,27,-203,954,2,0,0
567150,28,-204,952,2,0,0
567167,30,-204,950,1,0,0
567198,31,-204,954,0,0,0
567204,31,-204,954,0,0,0
567220,30,-204,953,1,0,0
567265,32,-203,952,1,0,0
567270,32,-203,952,1,0,0
567283,31,-204,953,0,0,0
567318,29,-203,955,0,0,0
567321,29,-203,955,0,0,0
567336,28,-204,957,1,0,0
567378,29,-204,953,0,0,0
567386,29,-203,953,0,0,0
567396,30,-204,954,0,0,0
567439,30,-202,953,0,0,0
567447,30,-203,955,0,0,0
567461,30,-204,953,1,0,0
567503,32,-202,953,0,0,0
567511,32,-203,954,0,0,0
567522,31,-203,955,0,0,0
567567,33,-202,951,0,0,0
567572,31,-202,953,0,0,0
567583,33,-204,955,0,0,0
567618,32,-201,953,0,0,0
567625,31,-202,955,0,0,0
567639,32,-203,955,0,0,0
567678,31,-202,950,1,0,0
567685,31,-202,948,1,0,0
567700,33,-200,955,0,0,0
567745,32,-200,953,0,0,0
567750,32,-199,954,0,0,0
567760,32,-200,954,0,0,0
567802,34,-201,953,0,0,0
567810,32,-198,953,0,0,0
567824,33,-199,953,0,0,0
567858,33,-200,954,0,0,0
567862,33,-200,954,0,0,0
567876,31,-200,954,0,0,0
567919,32,-199,954,0,0,0
567927,31,-199,954,0,0,0
567939,32,-199,953,0,0,0
567985,35,-196,955,0,0,0
567989,35,-196,955,0,0,0
568003,35,-198,958,0,0,0
568043,31,-197,956,1,0,0
568046,31,-197,956,1,0,0
568057,31,-197,953,1,0,0
568098,31,-198,954,1,0,0
568103,30,-199,954,1,0,0
568116,29,-198,953,1,0,0
568162,29,-200,953,0,0,0
568170,29,-201,953,1,0,0
568184,30,-201,950,1,0,0
568217,28,-202,953,0,0,0
568224,29,-204,953,0,0,0
568239,30,-203,950,0,0,0
568278,33,-199,952,0,1,0
568283,34,-199,955,0,1,0
568294,34,-198,954,0,1,-1
568345,42,-201,955,-1,0,0
568352,41,-189,955,-1,0,0
568367,41,-194,953,0,0,0
568398,38,-193,957,0,0,0
568401,38,-193,957,0,0,0
568416,38,-195,958,0,0,0
568458,35,-195,961,1,-1,0
568464,35,-195,961,2,-1,0
568477,33,-197,955,2,-1,0
568520,28,-198,954,2,-1,0
568525,28,-197,953,2,-1,0
568537,28,-197,953,2,0,0
568580,26,-199,953,2,0,0
568589,27,-200,952,2,0,0
568601,27,-199,950,1,0,0
568639,28,-199,948,1,0,0
568647,28,-200,950,1,0,0
568661,30,-200,950,1,0,0
568707,37,-198,951,0,1,0
568712,38,-199,951,0,0,0
568726,39,-199,952,0,0,0
568766,40,-197,954,0,0,0
568771,39,-197,954,0,0,0
568782,38,-196,955,0,0,0
568818,36,-197,957,0,0,0
568823,36,-197,957,1,0,0
568838,36,-195,955,1,0,-1
568880,33,-194,957,1,0,0
568889,32,-195,954,1,0,-1
568897,32,-195,956,1,0,0
568940,32,-198,952,2,0,0
568948,32,-197,953,1,0,0
568959,31,-196,956,0,0,0
568999,30,-200,955,1,0,0
569002,30,-200,955,1,0,0
569011,30,-197,955,1,0,0
569064,31,-198,953,0,0,0
569068,31,-198,954,0,0,0
569077,32,-198,954,0,0,0
569118,34,-198,956,0,0,0
569126,33,-198,954,0,0,-1
569140,35,-198,953,1,0,0
569186,35,-198,957,1,0,0
569194,36,-197,954,0,0,0
569204,35,-197,956,1,0,0
569238,34,-199,959,0,0,0
569244,34,-198,957,0,0,0
569254,34,-198,955,1,0,0
569298,31,-197,956,1,0,0
569303,31,-197,954,1,0,0
569318,31,-199,952,1,0,0
569358,30,-197,954,1,0,0
569363,30,-198,954,1,0,0
569374,30,-198,953,1,0,0
569419,30,-198,955,1,0,0
569423,31,-199,953,1,0,0
569433,30,-200,951,1,0,0
569478,32,-198,953,0,0,0
569482,33,-198,953,0,0,0
569492,33,-199,953,0,0,0
